,DHSID_EA,water_index
0,IA-2015-7-00010009,3.653419913419915
1,IA-2015-7-00010011,4.223241106719368
2,IA-2015-7-00010017,3.7908008658008656
3,IA-2015-7-00010044,4.09004329004329
4,IA-2015-7-00010060,4.61060606060606
5,IA-2015-7-00010072,4.177056277056278
6,IA-2015-7-00010074,4.428890407837779
7,IA-2015-7-00010099,3.8413419913419915
8,IA-2015-7-00010109,3.6808349926198902
9,IA-2015-7-00010168,3.790541125541126
10,IA-2015-7-00010172,4.493614718614718
11,IA-2015-7-00020001,4.336855775803144
12,IA-2015-7-00020024,4.302290607942782
13,IA-2015-7-00020074,4.199317478187446
14,IA-2015-7-00020085,3.9156709956709954
15,IA-2015-7-00020095,3.5839177489177487
16,IA-2015-7-00020113,3.7648530416951487
17,IA-2015-7-00020115,3.4768398268398273
18,IA-2015-7-00020160,4.056573251310092
19,IA-2015-7-00020173,4.158134920634922
20,IA-2015-7-00020194,4.294329004329004
21,IA-2015-7-00020206,4.370000000000001
22,IA-2015-7-00020229,4.5263636363636355
23,IA-2015-7-00020238,4.3450649350649355
24,IA-2015-7-00020270,4.116017316017315
25,IA-2015-7-00020347,3.6800865800865816
26,IA-2015-7-00020348,3.398744588744588
27,IA-2015-7-00020355,4.0919887955182075
28,IA-2015-7-00020364,4.596577540106952
29,IA-2015-7-00020416,3.46762360446571
30,IA-2015-7-00020424,4.008231943495101
31,IA-2015-7-00020447,4.086818181818183
32,IA-2015-7-00020450,3.402766798418972
33,IA-2015-7-00020455,4.344395078605605
34,IA-2015-7-00020499,4.4799999999999995
35,IA-2015-7-00020504,4.551515151515152
36,IA-2015-7-00020513,3.604701526543631
37,IA-2015-7-00020557,4.566506681724074
38,IA-2015-7-00020578,3.8579156223893065
39,IA-2015-7-00020637,4.047129186602871
40,IA-2015-7-00020685,3.7621965341160406
41,IA-2015-7-00020702,3.682900432900433
42,IA-2015-7-00020733,4.0
43,IA-2015-7-00020759,4.255114961316336
44,IA-2015-7-00020761,3.5786147186147184
45,IA-2015-7-00020766,3.870779220779222
46,IA-2015-7-00020780,3.56004329004329
47,IA-2015-7-00020814,3.792727272727273
48,IA-2015-7-00020818,3.777199817726134
49,IA-2015-7-00020831,4.048840282524491
50,IA-2015-7-00020872,3.840288600288602
51,IA-2015-7-00020880,3.9790909090909095
52,IA-2015-7-00020882,3.930735930735932
53,IA-2015-7-00030007,3.9579277244494646
54,IA-2015-7-00030014,3.8122727272727284
55,IA-2015-7-00030025,3.555345379258422
56,IA-2015-7-00030033,3.947961548255665
57,IA-2015-7-00030040,3.5694577352472088
58,IA-2015-7-00030052,4.427792967266652
59,IA-2015-7-00030068,4.1031818181818185
60,IA-2015-7-00030074,3.4523809523809534
61,IA-2015-7-00030091,4.289008885850991
62,IA-2015-7-00030097,4.3611408199643495
63,IA-2015-7-00030108,3.9963203463203456
64,IA-2015-7-00030118,4.307748917748919
65,IA-2015-7-00030124,3.704502164502164
66,IA-2015-7-00030129,3.947316017316017
67,IA-2015-7-00030137,3.579696969696969
68,IA-2015-7-00030140,3.8684415584415577
69,IA-2015-7-00030145,3.821515151515153
70,IA-2015-7-00030182,4.268383838383837
71,IA-2015-7-00030195,4.488427887901574
72,IA-2015-7-00030202,4.233556998556997
73,IA-2015-7-00030207,3.825438596491229
74,IA-2015-7-00030217,3.560873440285205
75,IA-2015-7-00030275,4.135642135642137
76,IA-2015-7-00030278,4.311471861471863
77,IA-2015-7-00030279,3.9764936405184086
78,IA-2015-7-00030291,3.9561327561327557
79,IA-2015-7-00030294,3.60508658008658
80,IA-2015-7-00030303,4.023106060606061
81,IA-2015-7-00030310,3.6376623376623387
82,IA-2015-7-00030326,4.331623376623377
83,IA-2015-7-00030331,3.8753246753246757
84,IA-2015-7-00030332,3.697575757575757
85,IA-2015-7-00030365,4.278326118326118
86,IA-2015-7-00030367,4.218917748917749
87,IA-2015-7-00030371,3.7762770562770562
88,IA-2015-7-00030383,3.921818181818182
89,IA-2015-7-00030393,4.336220095693781
90,IA-2015-7-00030396,3.6840909090909095
91,IA-2015-7-00030421,4.363811802232856
92,IA-2015-7-00030428,3.9472100706311224
93,IA-2015-7-00030434,4.4787878787878785
94,IA-2015-7-00030448,3.827128427128426
95,IA-2015-7-00030449,4.16857142857143
96,IA-2015-7-00030452,3.596956026429711
97,IA-2015-7-00030463,3.395165945165946
98,IA-2015-7-00030470,3.736406926406926
99,IA-2015-7-00030477,3.4025757575757583
100,IA-2015-7-00030478,4.0044087491455915
101,IA-2015-7-00030492,3.8139826839826854
102,IA-2015-7-00030502,3.8962337662337645
103,IA-2015-7-00030525,4.021118705855547
104,IA-2015-7-00030539,4.175000000000001
105,IA-2015-7-00030552,4.307199817726132
106,IA-2015-7-00030561,4.025930735930737
107,IA-2015-7-00030569,3.720692640692642
108,IA-2015-7-00030585,3.994101094983448
109,IA-2015-7-00030590,4.207894736842105
110,IA-2015-7-00030614,4.212121212121211
111,IA-2015-7-00030619,4.437259436469963
112,IA-2015-7-00030631,4.150064935064936
113,IA-2015-7-00030656,4.242533606744133
114,IA-2015-7-00030664,4.219102350738507
115,IA-2015-7-00030668,3.940858965595809
116,IA-2015-7-00030722,4.375768683071316
117,IA-2015-7-00030726,3.8473106060606064
118,IA-2015-7-00030748,4.247326203208557
119,IA-2015-7-00030763,4.16948051948052
120,IA-2015-7-00030764,3.780649350649349
121,IA-2015-7-00030786,3.957632718159034
122,IA-2015-7-00030809,3.6486363636363635
123,IA-2015-7-00030810,3.730765550239235
