"","DHSID_EA","water_index"
"1","IA-2015-7-00010009",4.2316758745659
"2","IA-2015-7-00010011",3.44328304048892
"3","IA-2015-7-00010017",3.83971861471861
"4","IA-2015-7-00010044",4.38853896103896
"5","IA-2015-7-00010060",4.31563302194881
"6","IA-2015-7-00010072",4.11326858813701
"7","IA-2015-7-00010074",4.2667201426025
"8","IA-2015-7-00010099",3.78946248196248
"9","IA-2015-7-00010109",4.32796293038747
"10","IA-2015-7-00010168",4.47657268170426
"11","IA-2015-7-00010172",4.56726266423635
"12","IA-2015-7-00020001",3.75344725449989
"13","IA-2015-7-00020024",3.7165367965368
"14","IA-2015-7-00020074",3.93224866980285
"15","IA-2015-7-00020085",4.22352092352092
"16","IA-2015-7-00020095",3.93090580329282
"17","IA-2015-7-00020113",3.91714285714286
"18","IA-2015-7-00020115",3.75790555935293
"19","IA-2015-7-00020160",3.82320707070707
"20","IA-2015-7-00020173",4.41745718050066
"21","IA-2015-7-00020194",4.22698412698413
"22","IA-2015-7-00020206",4.29586705564966
"23","IA-2015-7-00020229",4.28328719526088
"24","IA-2015-7-00020238",4.24891774891775
"25","IA-2015-7-00020270",4.15624458874459
"26","IA-2015-7-00020347",4.32656283330196
"27","IA-2015-7-00020348",3.78192640692641
"28","IA-2015-7-00020355",3.59003246753247
"29","IA-2015-7-00020364",3.96162592309651
"30","IA-2015-7-00020416",3.69061688311688
"31","IA-2015-7-00020424",4.05605339105339
"32","IA-2015-7-00020447",4.14062770562771
"33","IA-2015-7-00020450",4.2088446969697
"34","IA-2015-7-00020455",3.94461321287408
"35","IA-2015-7-00020499",3.90430735930736
"36","IA-2015-7-00020504",3.7000909718301
"37","IA-2015-7-00020513",3.59176748689907
"38","IA-2015-7-00020557",3.77467344249953
"39","IA-2015-7-00020578",3.79449134199134
"40","IA-2015-7-00020637",3.74258689378255
"41","IA-2015-7-00020685",3.65085839598998
"42","IA-2015-7-00020702",4.00498058387074
"43","IA-2015-7-00020733",3.74861016176806
"44","IA-2015-7-00020759",3.81664502164502
"45","IA-2015-7-00020761",4.27795815295815
"46","IA-2015-7-00020766",3.48280685001273
"47","IA-2015-7-00020780",3.55694406470722
"48","IA-2015-7-00020814",3.99179112554113
"49","IA-2015-7-00020818",3.81522727272727
"50","IA-2015-7-00020831",3.83571428571429
"51","IA-2015-7-00020872",3.69022727272727
"52","IA-2015-7-00020880",4.04393468849991
"53","IA-2015-7-00020882",3.97161976911977
"54","IA-2015-7-00030007",3.9574025974026
"55","IA-2015-7-00030014",4.49056125161388
"56","IA-2015-7-00030025",3.66751428761297
"57","IA-2015-7-00030033",3.88568012053306
"58","IA-2015-7-00030040",4.35034165181224
"59","IA-2015-7-00030052",4.4786925647452
"60","IA-2015-7-00030068",4.17866408445356
"61","IA-2015-7-00030074",4.50672077922078
"62","IA-2015-7-00030091",4.4601321485532
"63","IA-2015-7-00030097",4.06791979949875
"64","IA-2015-7-00030108",4.27624344953292
"65","IA-2015-7-00030118",3.44328304048892
"66","IA-2015-7-00030124",4.16495670995671
"67","IA-2015-7-00030129",4.02990489622102
"68","IA-2015-7-00030137",4.37656755525177
"69","IA-2015-7-00030140",3.95837662337662
"70","IA-2015-7-00030145",3.96997151970836
"71","IA-2015-7-00030182",4.29645155815603
"72","IA-2015-7-00030195",4.08485739750446
"73","IA-2015-7-00030202",4.35112668033721
"74","IA-2015-7-00030207",4.0511456671983
"75","IA-2015-7-00030217",4.00423881673882
"76","IA-2015-7-00030275",4.04201697425382
"77","IA-2015-7-00030278",4.24591991341991
"78","IA-2015-7-00030279",4.23217311326444
"79","IA-2015-7-00030291",4.34093221020466
"80","IA-2015-7-00030294",3.8068253968254
"81","IA-2015-7-00030303",4.25642998306042
"82","IA-2015-7-00030310",4.28094852579406
"83","IA-2015-7-00030326",4.31563302194881
"84","IA-2015-7-00030331",3.91403168125304
"85","IA-2015-7-00030332",4.27242722253592
"86","IA-2015-7-00030365",4.04773543707754
"87","IA-2015-7-00030367",4.42638706838397
"88","IA-2015-7-00030371",3.99201378278584
"89","IA-2015-7-00030383",4.07162698412698
"90","IA-2015-7-00030393",4.4896035543404
"91","IA-2015-7-00030396",3.71477272727273
"92","IA-2015-7-00030421",4.51655787195261
"93","IA-2015-7-00030428",4.13570346320346
"94","IA-2015-7-00030434",4.51680749590966
"95","IA-2015-7-00030448",4.18673217133744
"96","IA-2015-7-00030449",4.49056125161388
"97","IA-2015-7-00030452",4.49887559808612
"98","IA-2015-7-00030463",4.34719696969697
"99","IA-2015-7-00030470",4.56184894053315
"100","IA-2015-7-00030477",3.97391053391053
"101","IA-2015-7-00030478",4.18319729805798
"102","IA-2015-7-00030492",4.08714285714286
"103","IA-2015-7-00030502",4.12831759463372
"104","IA-2015-7-00030525",3.96213602187286
"105","IA-2015-7-00030539",3.72814878104352
"106","IA-2015-7-00030552",4.24493430546062
"107","IA-2015-7-00030561",4.42309182046024
"108","IA-2015-7-00030569",4.52449494949495
"109","IA-2015-7-00030585",3.90781024531025
"110","IA-2015-7-00030590",4.15503246753247
"111","IA-2015-7-00030614",4.31563302194881
"112","IA-2015-7-00030619",3.71460925039872
"113","IA-2015-7-00030631",3.53433155080214
"114","IA-2015-7-00030656",4.31563302194881
"115","IA-2015-7-00030664",4.27152483481431
"116","IA-2015-7-00030668",3.87455266955267
"117","IA-2015-7-00030722",4.56726266423635
"118","IA-2015-7-00030726",3.86465790143809
"119","IA-2015-7-00030748",4.18847402597403
"120","IA-2015-7-00030763",4.3437387698301
"121","IA-2015-7-00030764",4.2397374117111
"122","IA-2015-7-00030786",4.03850649350649
"123","IA-2015-7-00030809",3.92711038961039
"124","IA-2015-7-00030810",3.79523777692895
"125","IA-2015-7-00030827",4.12185235816815
"126","IA-2015-7-00030833",4.04949874686717
