,DHSID_EA,water_index
0,IA-2015-7-00010009,5.0
1,IA-2015-7-00010011,4.961904761904762
2,IA-2015-7-00010017,4.6790043290043295
3,IA-2015-7-00010044,4.962554112554112
4,IA-2015-7-00010060,5.0
5,IA-2015-7-00010072,4.950952380952382
6,IA-2015-7-00010074,5.0
7,IA-2015-7-00010099,4.99090909090909
8,IA-2015-7-00010109,4.677445887445888
9,IA-2015-7-00010168,4.811471861471862
10,IA-2015-7-00010172,5.0
11,IA-2015-7-00020001,4.617532467532468
12,IA-2015-7-00020024,4.699999999999999
13,IA-2015-7-00020074,4.766165413533835
14,IA-2015-7-00020085,4.271428571428571
15,IA-2015-7-00020095,4.735
16,IA-2015-7-00020113,4.60995670995671
17,IA-2015-7-00020115,4.7859307359307355
18,IA-2015-7-00020160,4.895238095238095
19,IA-2015-7-00020173,4.585714285714286
20,IA-2015-7-00020194,4.564047619047619
21,IA-2015-7-00020206,4.713203463203462
22,IA-2015-7-00020229,4.9904761904761905
23,IA-2015-7-00020238,4.938095238095238
24,IA-2015-7-00020270,4.219047619047619
25,IA-2015-7-00020347,4.62987012987013
26,IA-2015-7-00020348,3.7592105263157896
27,IA-2015-7-00020355,4.757142857142858
28,IA-2015-7-00020364,3.740909090909091
29,IA-2015-7-00020416,4.87
30,IA-2015-7-00020424,3.586363636363637
31,IA-2015-7-00020447,4.884210526315789
32,IA-2015-7-00020450,4.761904761904762
33,IA-2015-7-00020455,4.659999999999999
34,IA-2015-7-00020499,5.0
35,IA-2015-7-00020504,4.7404761904761905
36,IA-2015-7-00020513,4.7004329004329
37,IA-2015-7-00020557,4.785
38,IA-2015-7-00020578,4.866198830409357
39,IA-2015-7-00020637,4.940476190476191
40,IA-2015-7-00020685,4.494805194805195
41,IA-2015-7-00020702,4.828571428571429
42,IA-2015-7-00020733,4.244999999999999
43,IA-2015-7-00020759,4.947619047619048
44,IA-2015-7-00020761,3.9390476190476185
45,IA-2015-7-00020766,4.895238095238096
46,IA-2015-7-00020780,4.906126482213439
47,IA-2015-7-00020814,4.390714285714285
48,IA-2015-7-00020818,3.7904761904761903
49,IA-2015-7-00020831,4.8590909090909085
50,IA-2015-7-00020872,4.614285714285715
51,IA-2015-7-00020880,4.865627705627706
52,IA-2015-7-00020882,4.60952380952381
53,IA-2015-7-00030007,4.052380952380952
54,IA-2015-7-00030014,4.957142857142857
55,IA-2015-7-00030025,3.5049783549783546
56,IA-2015-7-00030033,4.722727272727273
57,IA-2015-7-00030040,4.177272727272728
58,IA-2015-7-00030052,4.445454545454544
59,IA-2015-7-00030068,4.331818181818183
60,IA-2015-7-00030074,3.9666666666666672
61,IA-2015-7-00030091,4.177272727272728
62,IA-2015-7-00030097,3.2600000000000002
63,IA-2015-7-00030108,3.9736842105263164
64,IA-2015-7-00030118,4.495238095238095
65,IA-2015-7-00030124,4.749999999999999
66,IA-2015-7-00030129,4.6454764361885115
67,IA-2015-7-00030137,4.776190476190476
68,IA-2015-7-00030140,4.619047619047619
69,IA-2015-7-00030145,4.695
70,IA-2015-7-00030182,4.918181818181819
71,IA-2015-7-00030195,4.805952380952381
72,IA-2015-7-00030202,4.761111111111111
73,IA-2015-7-00030207,2.2272727272727275
74,IA-2015-7-00030217,4.915
75,IA-2015-7-00030275,4.804093567251462
76,IA-2015-7-00030278,4.8149999999999995
77,IA-2015-7-00030279,4.476190476190476
78,IA-2015-7-00030291,4.177272727272728
79,IA-2015-7-00030294,4.975
80,IA-2015-7-00030303,2.7863636363636366
81,IA-2015-7-00030310,4.755
82,IA-2015-7-00030326,4.754545454545455
83,IA-2015-7-00030331,4.854901960784314
84,IA-2015-7-00030332,4.9772727272727275
85,IA-2015-7-00030365,3.2600000000000002
86,IA-2015-7-00030367,4.542857142857143
87,IA-2015-7-00030371,4.85
88,IA-2015-7-00030383,4.161904761904761
89,IA-2015-7-00030393,3.5318181818181813
90,IA-2015-7-00030396,4.06842105263158
91,IA-2015-7-00030421,3.4476190476190474
92,IA-2015-7-00030428,4.209999999999999
93,IA-2015-7-00030434,4.88952380952381
94,IA-2015-7-00030448,4.590909090909091
95,IA-2015-7-00030449,4.773684210526315
96,IA-2015-7-00030452,4.577769607843138
97,IA-2015-7-00030463,1.8136363636363637
98,IA-2015-7-00030470,4.619047619047619
99,IA-2015-7-00030477,3.0090909090909093
100,IA-2015-7-00030478,3.0272727272727264
101,IA-2015-7-00030492,3.059090909090909
102,IA-2015-7-00030502,3.9621645021645024
103,IA-2015-7-00030525,4.900689223057644
104,IA-2015-7-00030539,4.916842105263158
105,IA-2015-7-00030552,4.4900584795321645
106,IA-2015-7-00030561,4.9714285714285715
107,IA-2015-7-00030569,4.466666666666667
108,IA-2015-7-00030585,4.8578947368421055
109,IA-2015-7-00030590,3.538095238095239
110,IA-2015-7-00030614,3.870526315789474
111,IA-2015-7-00030619,4.457894736842105
112,IA-2015-7-00030631,4.914285714285715
113,IA-2015-7-00030656,4.585714285714286
114,IA-2015-7-00030664,4.4601307189542485
115,IA-2015-7-00030668,4.815789473684211
116,IA-2015-7-00030722,4.918181818181819
117,IA-2015-7-00030726,4.930000000000001
118,IA-2015-7-00030748,4.949638802889577
119,IA-2015-7-00030763,2.914285714285714
120,IA-2015-7-00030764,3.347619047619048
121,IA-2015-7-00030786,3.4699999999999998
122,IA-2015-7-00030809,4.400130718954249
123,IA-2015-7-00030810,4.968421052631578
124,IA-2015-7-00030827,3.9850000000000003
125,IA-2015-7-00030833,4.677272727272728
126,IA-2015-7-00040029,3.4
127,IA-2015-7-00040054,4.638095238095238
128,IA-2015-7-00040056,3.2599999999999993
129,IA-2015-7-00040077,2.8649999999999998
130,IA-2015-7-00040078,3.2909090909090906
131,IA-2015-7-00040080,3.1619047619047618
132,IA-2015-7-00040087,3.3136363636363635
133,IA-2015-7-00040132,3.081818181818182
134,IA-2015-7-00040178,4.2790849673202604
135,IA-2015-7-00040181,3.3454545454545452
136,IA-2015-7-00040183,3.252380952380952
137,IA-2015-7-00040214,3.7636363636363632
138,IA-2015-7-00040215,3.7909090909090915
139,IA-2015-7-00040219,2.995
140,IA-2015-7-00040224,4.0181818181818185
141,IA-2015-7-00040245,3.4409090909090905
142,IA-2015-7-00040250,3.6
143,IA-2015-7-00040256,4.152380952380952
144,IA-2015-7-00040267,3.538095238095238
145,IA-2015-7-00040268,3.254545454545455
146,IA-2015-7-00040274,3.361904761904762
147,IA-2015-7-00040276,3.081818181818181
148,IA-2015-7-00040281,4.468181818181818
149,IA-2015-7-00040292,3.245454545454545
150,IA-2015-7-00040305,3.13
151,IA-2015-7-00040310,2.93
152,IA-2015-7-00040311,3.035
153,IA-2015-7-00040322,3.086363636363636
154,IA-2015-7-00040351,3.5409090909090906
155,IA-2015-7-00040359,2.995454545454545
156,IA-2015-7-00040361,3.285
157,IA-2015-7-00040365,3.2363636363636368
158,IA-2015-7-00040389,3.8099999999999996
159,IA-2015-7-00040395,3.5549999999999997
160,IA-2015-7-00040397,3.840909090909091
161,IA-2015-7-00040404,3.3476190476190473
162,IA-2015-7-00040405,3.4714285714285715
163,IA-2015-7-00040420,3.7727272727272725
164,IA-2015-7-00040433,2.2863636363636366
165,IA-2015-7-00040435,3.0727272727272728
166,IA-2015-7-00040445,3.172727272727273
167,IA-2015-7-00040451,3.28
168,IA-2015-7-00040460,3.138095238095238
169,IA-2015-7-00040462,3.1136363636363633
170,IA-2015-7-00040477,3.09047619047619
171,IA-2015-7-00040488,2.3454545454545452
172,IA-2015-7-00040489,3.1894736842105265
173,IA-2015-7-00040517,3.035
174,IA-2015-7-00040519,3.3476190476190473
175,IA-2015-7-00040546,3.4999670619235834
176,IA-2015-7-00040561,3.1523809523809527
177,IA-2015-7-00040570,3.6047619047619053
178,IA-2015-7-00040575,3.1454545454545455
179,IA-2015-7-00040579,3.2181818181818187
180,IA-2015-7-00040580,3.1736842105263157
181,IA-2015-7-00040583,3.619047619047619
182,IA-2015-7-00040602,3.036363636363636
183,IA-2015-7-00040615,3.0636363636363635
184,IA-2015-7-00040628,3.7428571428571424
185,IA-2015-7-00040647,3.266666666666667
186,IA-2015-7-00040683,3.1428571428571432
187,IA-2015-7-00040686,3.0136363636363637
188,IA-2015-7-00040702,3.968421052631579
189,IA-2015-7-00040717,4.550000000000001
190,IA-2015-7-00040736,3.0818181818181816
191,IA-2015-7-00040746,3.504545454545454
192,IA-2015-7-00040750,3.2227272727272727
193,IA-2015-7-00040759,3.121568627450981
194,IA-2015-7-00040776,3.8666666666666663
195,IA-2015-7-00040796,3.1476190476190475
196,IA-2015-7-00040801,3.0636363636363635
197,IA-2015-7-00040808,3.0761904761904764
198,IA-2015-7-00040813,3.3049999999999997
199,IA-2015-7-00040823,3.5
200,IA-2015-7-00040824,3.0954545454545457
201,IA-2015-7-00040825,3.2909090909090906
202,IA-2015-7-00040828,3.0545454545454547
203,IA-2015-7-00040834,3.204761904761905
204,IA-2015-7-00040841,3.263636363636364
205,IA-2015-7-00040845,3.1
206,IA-2015-7-00040849,3.0100000000000002
207,IA-2015-7-00040858,3.6227272727272726
208,IA-2015-7-00040862,4.695
209,IA-2015-7-00040873,3.409090909090909
210,IA-2015-7-00040881,3.0149999999999997
211,IA-2015-7-00040889,3.885714285714286
212,IA-2015-7-00040897,3.1428571428571432
213,IA-2015-7-00040902,3.1909090909090914
214,IA-2015-7-00040927,3.081818181818182
215,IA-2015-7-00040931,2.9799999999999995
216,IA-2015-7-00040962,4.835897435897436
217,IA-2015-7-00040979,3.204761904761905
218,IA-2015-7-00040994,2.759090909090909
219,IA-2015-7-00040998,3.9300000000000006
220,IA-2015-7-00041023,3.931578947368421
221,IA-2015-7-00041028,3.7772727272727264
222,IA-2015-7-00041031,2.223809523809524
223,IA-2015-7-00041061,2.9333333333333336
224,IA-2015-7-00041118,3.576190476190476
225,IA-2015-7-00041123,3.238095238095238
226,IA-2015-7-00041124,3.718181818181818
227,IA-2015-7-00041133,3.077272727272727
228,IA-2015-7-00041134,3.327272727272727
229,IA-2015-7-00041141,3.5550000000000006
230,IA-2015-7-00041143,2.45
231,IA-2015-7-00041161,3.2849999999999993
232,IA-2015-7-00041163,2.9699999999999998
233,IA-2015-7-00041165,3.1863636363636365
234,IA-2015-7-00041183,3.2649999999999997
235,IA-2015-7-00041196,3.1428571428571432
236,IA-2015-7-00041198,4.26
237,IA-2015-7-00041209,4.71
238,IA-2015-7-00041216,2.9
239,IA-2015-7-00041229,3.318181818181819
240,IA-2015-7-00041235,3.3409090909090913
241,IA-2015-7-00041242,3.5142857142857147
242,IA-2015-7-00041245,3.4285714285714284
243,IA-2015-7-00041260,3.9523809523809517
244,IA-2015-7-00050003,3.0272727272727273
245,IA-2015-7-00050005,4.045454545454545
246,IA-2015-7-00050014,3.275
247,IA-2015-7-00050022,3.018181818181818
248,IA-2015-7-00050026,3.118181818181818
249,IA-2015-7-00050028,3.1363636363636362
250,IA-2015-7-00050049,3.0590909090909095
251,IA-2015-7-00050055,3.159090909090909
252,IA-2015-7-00050056,3.090909090909091
253,IA-2015-7-00050068,3.21231884057971
254,IA-2015-7-00050079,3.1571428571428575
255,IA-2015-7-00050093,3.9500000000000006
256,IA-2015-7-00050098,3.122727272727273
257,IA-2015-7-00050105,3.0636363636363635
258,IA-2015-7-00050110,3.243083003952569
259,IA-2015-7-00050128,3.1045454545454545
260,IA-2015-7-00050136,3.172727272727273
261,IA-2015-7-00050151,3.1090909090909093
262,IA-2015-7-00050164,3.3727272727272726
263,IA-2015-7-00050165,3.1363636363636362
264,IA-2015-7-00050176,3.0545454545454547
265,IA-2015-7-00050198,3.018181818181818
266,IA-2015-7-00050204,3.118181818181818
267,IA-2015-7-00050211,3.0136363636363632
268,IA-2015-7-00050217,3.2045454545454546
269,IA-2015-7-00050220,3.0454545454545454
270,IA-2015-7-00050230,3.059090909090909
271,IA-2015-7-00050234,3.6909090909090914
272,IA-2015-7-00050235,3.0318181818181813
273,IA-2015-7-00050246,3.0136363636363632
274,IA-2015-7-00050253,3.172727272727273
275,IA-2015-7-00050255,3.1430830039525697
276,IA-2015-7-00050259,3.0136363636363632
277,IA-2015-7-00050261,3.036363636363636
278,IA-2015-7-00050265,3.331818181818182
279,IA-2015-7-00050295,3.1
280,IA-2015-7-00050299,3.694861660079051
281,IA-2015-7-00050302,3.0727272727272728
282,IA-2015-7-00050323,3.0
283,IA-2015-7-00050329,3.009090909090909
284,IA-2015-7-00050330,3.0454545454545454
285,IA-2015-7-00050344,3.031818181818182
286,IA-2015-7-00050372,3.0894736842105264
287,IA-2015-7-00050388,3.0272727272727273
288,IA-2015-7-00050416,3.1409090909090907
289,IA-2015-7-00050442,3.2590909090909093
290,IA-2015-7-00050449,3.1545454545454548
291,IA-2015-7-00050456,3.1739130434782608
292,IA-2015-7-00050459,3.219047619047619
293,IA-2015-7-00050460,3.1227272727272726
294,IA-2015-7-00050488,3.1363636363636367
295,IA-2015-7-00050490,3.340909090909091
296,IA-2015-7-00050504,3.1545454545454548
297,IA-2015-7-00050508,4.027272727272727
298,IA-2015-7-00050510,3.0636363636363635
299,IA-2015-7-00050545,3.1045454545454545
300,IA-2015-7-00050551,3.1227272727272726
301,IA-2015-7-00050552,3.0545454545454542
302,IA-2015-7-00050559,3.0181818181818185
303,IA-2015-7-00050566,3.059090909090909
304,IA-2015-7-00050574,3.0636363636363635
305,IA-2015-7-00050602,3.045454545454546
306,IA-2015-7-00050605,3.05
307,IA-2015-7-00050612,3.172727272727273
308,IA-2015-7-00050625,3.0636363636363635
309,IA-2015-7-00050630,3.018181818181818
310,IA-2015-7-00050674,3.172727272727273
311,IA-2015-7-00050682,3.0409090909090906
312,IA-2015-7-00050685,3.139938080495356
313,IA-2015-7-00050690,3.254545454545455
314,IA-2015-7-00050702,3.018181818181818
315,IA-2015-7-00050706,3.3454545454545452
316,IA-2015-7-00050711,3.172727272727273
317,IA-2015-7-00050717,3.0818181818181816
318,IA-2015-7-00050718,3.1318181818181814
319,IA-2015-7-00050722,3.0454545454545454
320,IA-2015-7-00050734,3.2909090909090915
321,IA-2015-7-00050737,3.0136363636363632
322,IA-2015-7-00050739,3.2090909090909094
323,IA-2015-7-00050742,3.1217391304347823
324,IA-2015-7-00050758,3.30452380952381
325,IA-2015-7-00050780,3.1454545454545455
326,IA-2015-7-00050786,3.0136363636363632
327,IA-2015-7-00050793,3.1272727272727274
328,IA-2015-7-00050802,3.036363636363636
329,IA-2015-7-00050815,3.136363636363636
330,IA-2015-7-00050825,3.127272727272727
331,IA-2015-7-00050837,3.045454545454545
332,IA-2015-7-00050863,3.3863636363636367
333,IA-2015-7-00050870,3.109090909090909
334,IA-2015-7-00050877,3.3049999999999997
335,IA-2015-7-00050881,3.036363636363636
336,IA-2015-7-00050886,3.004545454545455
337,IA-2015-7-00050889,3.031818181818182
338,IA-2015-7-00050899,3.009090909090909
339,IA-2015-7-00050908,3.0772727272727267
340,IA-2015-7-00050921,3.1272727272727274
341,IA-2015-7-00050922,3.036363636363636
342,IA-2015-7-00050931,3.204545454545454
343,IA-2015-7-00050940,3.0136363636363637
344,IA-2015-7-00050971,3.1363636363636362
345,IA-2015-7-00050973,3.018181818181818
346,IA-2015-7-00050995,3.1130434782608694
347,IA-2015-7-00051012,3.1954545454545453
348,IA-2015-7-00051015,3.3409090909090913
349,IA-2015-7-00051023,3.3045454545454547
350,IA-2015-7-00051055,3.018181818181818
351,IA-2015-7-00051057,3.090909090909091
352,IA-2015-7-00051085,3.1
353,IA-2015-7-00051115,3.009090909090909
354,IA-2015-7-00051123,3.0954545454545452
355,IA-2015-7-00051124,3.0545454545454547
356,IA-2015-7-00051125,3.1863636363636365
357,IA-2015-7-00051128,3.081818181818182
358,IA-2015-7-00051136,3.2
359,IA-2015-7-00051178,3.095454545454545
360,IA-2015-7-00051183,3.086363636363637
361,IA-2015-7-00051186,3.05
362,IA-2015-7-00051191,3.147619047619048
363,IA-2015-7-00051204,3.0545454545454542
364,IA-2015-7-00051210,3.190909090909091
365,IA-2015-7-00051213,3.05
366,IA-2015-7-00051217,3.0227272727272725
367,IA-2015-7-00051218,3.0454545454545454
368,IA-2015-7-00051241,3.0727272727272728
369,IA-2015-7-00051245,3.127272727272727
370,IA-2015-7-00051249,3.0772727272727276
371,IA-2015-7-00051250,3.1909090909090905
372,IA-2015-7-00051269,3.159090909090909
373,IA-2015-7-00051278,3.163636363636363
374,IA-2015-7-00051305,3.009090909090909
375,IA-2015-7-00051306,3.0545454545454547
376,IA-2015-7-00051310,3.109090909090909
377,IA-2015-7-00051319,3.2727272727272725
378,IA-2015-7-00051336,3.1136363636363638
379,IA-2015-7-00051340,3.281818181818182
380,IA-2015-7-00051344,3.0681818181818183
381,IA-2015-7-00051375,3.0454545454545454
382,IA-2015-7-00051405,3.081818181818181
383,IA-2015-7-00051407,3.218181818181818
384,IA-2015-7-00051441,3.0272727272727273
385,IA-2015-7-00051479,3.1954545454545458
386,IA-2015-7-00051488,3.08695652173913
387,IA-2015-7-00051509,3.1454545454545455
388,IA-2015-7-00051518,3.159090909090909
389,IA-2015-7-00051525,3.023160173160173
390,IA-2015-7-00051531,3.2
391,IA-2015-7-00051535,3.018181818181818
392,IA-2015-7-00051538,3.1499999999999995
393,IA-2015-7-00051541,3.0818181818181816
394,IA-2015-7-00051557,3.0636363636363635
395,IA-2015-7-00051588,3.027272727272727
396,IA-2015-7-00051594,3.1772727272727277
397,IA-2015-7-00051596,3.0136363636363632
398,IA-2015-7-00051607,3.0636363636363635
399,IA-2015-7-00051608,3.081818181818181
400,IA-2015-7-00051615,3.004545454545455
401,IA-2015-7-00051621,3.1136363636363638
402,IA-2015-7-00051647,3.2727272727272725
403,IA-2015-7-00051662,3.3227272727272728
404,IA-2015-7-00051665,3.0227272727272725
405,IA-2015-7-00051701,3.018181818181818
406,IA-2015-7-00051702,3.0863636363636364
407,IA-2015-7-00051720,3.009090909090909
408,IA-2015-7-00051736,3.104761904761905
409,IA-2015-7-00051756,3.2
410,IA-2015-7-00051767,3.086363636363636
411,IA-2015-7-00060007,4.92
412,IA-2015-7-00060048,4.9399999999999995
413,IA-2015-7-00070016,3.6045454545454545
414,IA-2015-7-00070022,3.4681818181818187
415,IA-2015-7-00070024,2.9772727272727275
416,IA-2015-7-00070026,3.8523809523809525
417,IA-2015-7-00070028,3.1045454545454545
418,IA-2015-7-00070044,3.9545454545454546
419,IA-2015-7-00070077,3.423376623376624
420,IA-2015-7-00070183,3.3613157894736845
421,IA-2015-7-00070196,3.490909090909091
422,IA-2015-7-00070235,3.5227272727272734
423,IA-2015-7-00070261,3.4
424,IA-2015-7-00070293,4.5
425,IA-2015-7-00070299,3.254545454545455
426,IA-2015-7-00070300,3.6454545454545455
427,IA-2015-7-00070318,3.8045454545454547
428,IA-2015-7-00070332,3.1772727272727272
429,IA-2015-7-00070334,4.372727272727273
430,IA-2015-7-00070340,2.9904761904761905
431,IA-2015-7-00070343,3.1333333333333333
432,IA-2015-7-00070345,3.0863636363636364
433,IA-2015-7-00070346,3.763636363636364
434,IA-2015-7-00070347,3.8545454545454545
435,IA-2015-7-00070350,4.586363636363638
436,IA-2015-7-00070358,3.968181818181818
437,IA-2015-7-00070366,3.552380952380953
438,IA-2015-7-00070369,4.228571428571429
439,IA-2015-7-00070375,3.338095238095238
440,IA-2015-7-00070385,3.461904761904762
441,IA-2015-7-00070386,3.54
442,IA-2015-7-00070405,4.189327485380117
443,IA-2015-7-00070431,3.442857142857143
444,IA-2015-7-00070442,4.120158102766799
445,IA-2015-7-00070444,3.2272727272727275
446,IA-2015-7-00070449,4.013636363636364
447,IA-2015-7-00070455,3.3621428571428575
448,IA-2015-7-00070471,3.0238095238095237
449,IA-2015-7-00070477,4.040909090909091
450,IA-2015-7-00070482,3.5
451,IA-2015-7-00070534,4.511904761904762
452,IA-2015-7-00070545,3.2909090909090906
453,IA-2015-7-00070547,3.3454545454545452
454,IA-2015-7-00070570,3.161904761904762
455,IA-2015-7-00070584,3.3142857142857145
456,IA-2015-7-00070599,3.4909090909090907
457,IA-2015-7-00070603,4.371428571428572
458,IA-2015-7-00070639,3.4045454545454548
459,IA-2015-7-00070645,4.475952380952381
460,IA-2015-7-00070646,3.1904761904761907
461,IA-2015-7-00070654,3.0095238095238095
462,IA-2015-7-00070656,4.581991341991342
463,IA-2015-7-00070669,3.6
464,IA-2015-7-00070670,4.709090909090909
465,IA-2015-7-00070684,3.8818181818181827
466,IA-2015-7-00070694,3.081818181818182
467,IA-2015-7-00070701,3.268181818181818
468,IA-2015-7-00070706,3.55
469,IA-2015-7-00070721,3.2272727272727275
470,IA-2015-7-00070728,3.827272727272727
471,IA-2015-7-00070731,3.442857142857143
472,IA-2015-7-00070736,3.0047619047619047
473,IA-2015-7-00070786,4.38952380952381
474,IA-2015-7-00070825,2.9809523809523815
475,IA-2015-7-00070850,3.3090909090909095
476,IA-2015-7-00070851,3.3285714285714283
477,IA-2015-7-00070852,3.0
478,IA-2015-7-00070854,4.548099415204678
479,IA-2015-7-00070856,4.6973099415204675
480,IA-2015-7-00070861,3.7995238095238095
481,IA-2015-7-00070874,3.678684210526316
482,IA-2015-7-00070882,4.466666666666667
483,IA-2015-7-00070886,3.1193609022556386
484,IA-2015-7-00070890,4.236578947368421
485,IA-2015-7-00070893,4.466666666666667
486,IA-2015-7-00070895,3.601948051948052
487,IA-2015-7-00070903,3.2
488,IA-2015-7-00070907,3.1409090909090907
489,IA-2015-7-00070913,4.625
490,IA-2015-7-00070923,3.468181818181818
491,IA-2015-7-00070926,3.4714285714285715
492,IA-2015-7-00070927,3.7136363636363634
493,IA-2015-7-00070932,3.4035714285714285
494,IA-2015-7-00070938,3.4636363636363634
495,IA-2015-7-00070940,3.863636363636364
496,IA-2015-7-00070943,3.180952380952381
497,IA-2015-7-00070946,3.159090909090909
498,IA-2015-7-00070954,3.2276065162907264
499,IA-2015-7-00070968,3.2476190476190476
500,IA-2015-7-00070975,3.1227272727272726
501,IA-2015-7-00070983,3.4714285714285715
502,IA-2015-7-00070989,3.266666666666667
503,IA-2015-7-00071003,3.931818181818182
504,IA-2015-7-00071008,4.318181818181818
505,IA-2015-7-00071032,3.8571428571428577
506,IA-2015-7-00071048,3.4476190476190474
507,IA-2015-7-00080012,3.987241142070863
508,IA-2015-7-00080055,3.618138528138528
